Database ID,Proposed date,Site,Field No.,Trench/location,Level/stratigraphy,Square/Locus,MNI,Age,Sex/gender,Disposal area,Burial type,"Construction, container, wrapping",Alignment (orientation),Body position,Vessels (pottery),Vessels (silicious),Vessels (metal),Vessels (stone),Jewellery,Pins,Weapons,Tools,Glyptic,Animal remains,Miscellaneous grave goods,Possible additional grave goods,Other excavator notes,Data source,Data collator notes,Site latitude,Site longitude,lng,lat
HaT24,early Middle Elamite,Haft Tappeh,Grab 12,Area I (south part),end building level II (Middle Elamite I phase),PQ 30,1,adult (35-40 years),male,in the debris above the northwest wall of Room 11,pit,-,"almost N (slightly NNW), face directed to E","flexed, placed on left side, hands at the waist",in front of forehead: bowl (H.T. 07-30-5); behind skull: 1 knobbed beaker (H.T. 07-30-6); next to hip: 1 knobbed beaker (H.T. 07-30-7),-,-,-,-,-,-,-,-,-,-,-,-,"Mofidi-Nasrabadi 2010: 47, pl. 12.2, Taf. 39.5, 39.8, 66.3, 66.5; 2012: Tab. 1",building level date follows Mofidi-Nasrabadi 2016,"32° 4'50.04""N","48°19'41.10""E",32.0805666666667,48.3280833333333
HaT25,early Middle Elamite,Haft Tappeh,Grab 13,Area I (south part),end building level II (Middle Elamite I phase),PQ 30,1,adult (17-18 years),female,in the debris in Room 11,pit,-,"almost N (slightly NNW), face directed to W","flexed, placed on right side",behind skull: bowl (H.T. 07-30-9); next to hip: knobbed beaker (H.T. 07-30-10),-,-,-,-,-,-,-,-,-,-,-,-,"Mofidi-Nasrabadi 2010: 48, pl. 12.2, Taf. 39.6, 39.9, 66.3-4; 2012: Tab. 1",building level date follows Mofidi-Nasrabadi 2016,"32° 4'50.04""N","48°19'41.10""E",32.0805666666667,48.3280833333333
HaT26,early Middle Elamite,Haft Tappeh,Grab 14,Area I,end building level II; younger than building level II (?) (Middle Elamite I phase),PQ 32,1,adult (ca. 25 years),female (?),"structure (house?) close to the administrative building in the city's south: house probably already uninhabited (just after destruction of admin building) when burial placed in room 19, in parallel to the southeast wall (grave cover almost at floor level); room 19 was one of 4 rooms (19-22) on the east side of court 13",coffin,"terracotta coffin (length slightly over 100 cm; see image with scale), head end of body covered by half of a large ceramic vessel; large ceramic fragments lay over the lower half of coffin","SW-NE (head SW), face directed to approximately SSE","legs flexed, arms flexed [hands in front of face?]","outside coffin at foot end: 1 globular ceramic bottle (HT 10-32-33); inside coffin: at forehead, 1 globular ceramic bottle (HT 10-32-19), at mouth, 1 globular ceramic bottle (HT 10-32-20), behind hip, fragment of 1 small round ceramic bottle (HT 10-32-29), at chest, 1 small painted round ceramic vial (HT 10-32-23)",inside coffin: at chest 1 glazed pyxis (HT 10-32-22),inside coffin: below chin 1 copper/bronze cup (HT 10-32-21),-,"inside coffin: at shoulder, behind head, and on skull, 3 copper/bronze pins with agate bead (HT 10-32-24,25,30), in front of face and on chest, 2 copper/bronze earrings (HT 10-32-27, 28), necklace of gold and stone beads (HT 10-32-34)",-,-,-,"inside coffin: at waist, 1 lapis cylinder seal with gold caps (HT 10-32-26), at neck, 1 stone cylinder seal (HT 10-32 -31), both have almost identical Akkadian inscriptions of a Ginadu, a high official (puhu-teppu) of Inshushinak-shar-ilani, and both show an adoration scene with a seated deity and standing human worshipper (in one case a female)",-,-,-,"sex of skeleton (H.T. 10-32-32) cannot be determined with certainty based on an examination: certain characteristics show female, but some also male characteristics (pelvis not preserved well enough to study) ","Mofidi-Nasrabadi 2011; 2012: 58-59, 91-92, Taf. 24.1, 25, 36, 39.1",building level date follows Mofidi-Nasrabadi 2016,"32° 4'50.04""N","48°19'41.10""E",32.0805666666667,48.3280833333333
HaT27,early Middle Elamite,Haft Tappeh,Grab 15,Area I,end building level II (Middle Elamite I phase),PQ 36,1,juvenile (ca. 7 years),-,free area 13 southeast of oven,pit,-,-,"skeletal remains suggest flexed legs (""crouched"" position)","1 painted ceramic jug (H.T. 10-36-13), 1 ceramic bowl (H.T. 10-36-14)",-,-,-,-,-,-,-,-,-,-,-,skeleton (H.T. 10-36-12) ,"Mofidi-Nasrabadi 2012: 59, 91-92",building level date follows Mofidi-Nasrabadi 2016,"32° 4'50.04""N","48°19'41.10""E",32.0805666666667,48.3280833333333
HaT28,early Middle Elamite,Haft Tappeh,Grab 16,Area I,end building level II (Middle Elamite I phase),PQ 36,1,adult (18-20 years),presumed female,in free area 13 southeast of oven,pit,-,-,crouched position,next to skeleton: 1 ceramic knobbed beaker (H.T. 10-36-17),-,-,-,-,-,-,-,-,-,-,-,skeletal remains (H.T. 10-36-16) ,"Mofidi-Nasrabadi 2012: 59, 91-92",building level date follows Mofidi-Nasrabadi 2016,"32° 4'50.04""N","48°19'41.10""E",32.0805666666667,48.3280833333333
HaT29,early Middle Elamite,Haft Tappeh,Grab 17,Area III,building level IV (Middle Elamite I phase),PQ 47,1,juvenile (ca. 2-3 years),-,abandoned building,vessel,"pot (H.T. 09-47-135) containing skeletal remains (H.T. 09-47-133) of a ""child"" ",-,-,-,-,-,-,1 copper/bronze ring (H.T. 09-47-132),-,-,-,-,-,-,-,-,"Mofidi-Nasrabadi 2012: 91-93, Taf. 38.3, 36",building level date follows Mofidi-Nasrabadi 2016,"32° 4'50.04""N","48°19'41.10""E",32.0805666666667,48.3280833333333
HaT30,early Middle Elamite,Haft Tappeh,Grab 18,Area II,burial cut into the lower part of building level IV (Middle Elamite I phase),PQ 81,1,juvenile (ca. 5 years),-,"next to a solid mudbrick wall, appears to have been laid in rubble after destruction of building",vessel,large vessel (H.T. 09-81-41) containing skeleton (H.T. 09-81-53),-,-,"part of 1 ceramic bowl (HT 09-81-57), 2 ceramic button cups (HT09-81-55, HT 09-81-56)",-,-,-,1 copper/bronze bracelet (HT 09-81-54),-,-,-,-,-,1 fragment of copper/bronze sheet (HT 09-81-51),-,-,"Mofidi-Nasrabadi 2012: 65, 91-93, Abb. 3, Taf. 38.3, 36",building level date follows Mofidi-Nasrabadi 2016,"32° 4'50.04""N","48°19'41.10""E",32.0805666666667,48.3280833333333
HaT31,early Middle Elamite,Haft Tappeh,Grab 19,Area II,burial cut into the lower part of building level IV (Middle Elamite I phase),PQ 81,1,adult (40-45 years),male,"next to a solid mudbrick wall, appears to have been laid in rubble after destruction of building",sherd,skeleton (H.T. 09-81-58) below fragments of a large ceramic bowl (H.T. 09-81-49),-,bones squeezed under the bowl beside the skull,-,-,-,-,-,-,-,-,-,-,-,-,no grave goods,"Mofidi-Nasrabadi 2012: 65, 91, 93, Abb. 3, Taf. 35",building level date follows Mofidi-Nasrabadi 2016,"32° 4'50.04""N","48°19'41.10""E",32.0805666666667,48.3280833333333
HaT32,early Middle Elamite,Haft Tappeh,Grab 20,Area III,burial cut into the lower part of building level IV (Middle Elamite I phase),PQ 37,1,juvenile (under 1 year),-,abandoned building,vessel,jug (H.T. 10-37-40) containing skeletal remains (H.T. 10-37-54),-,-,-,-,-,-,-,-,-,-,-,-,-,-,no grave goods,"Mofidi-Nasrabadi 2012: 91, 93",building level date follows Mofidi-Nasrabadi 2016,"32° 4'50.04""N","48°19'41.10""E",32.0805666666667,48.3280833333333
HaT33,early Middle Elamite,Haft Tappeh,Grab 21,Area III,building level IV (Middle Elamite I phase),PQ 47,1,adult (30-35 years),female,abandoned building,vessel (double),"a horizontal, open, large vessel (H.T. 08-47-62) covered with another open, large ceramic vessel (H.T. 08-47-61).",SE-NW (head SE),tightly flexed in vessel ,1 ceramic button cup (H.T. 08-47-79),-,-,-,-,-,-,-,-,-,-,-, skeletal remains (H.T. 08-47-77),"Mofidi-Nasrabadi 2012: 91, 93, Taf. 34, 35.1",building level date follows Mofidi-Nasrabadi 2016,"32° 4'50.04""N","48°19'41.10""E",32.0805666666667,48.3280833333333
HaT34,early-mid Middle Elamite (?),Haft Tappeh,Grab 22,Area III,end of building level IV (Middle Elamite I phase) or younger ,PQ 53 ,1,juvenile (4-5 years),-,abandoned building,pit,-,not stated or shown,crouched,-,-,-,-,-,-,-,-,-,-,-,-,"skeletal remains (H.T. 10-53-22), no grave goods","Mofidi-Nasrabadi 2012: 91, 93-94",building level date follows Mofidi-Nasrabadi 2016,"32° 4'50.04""N","48°19'41.10""E",32.0805666666667,48.3280833333333
HaT35,early-mid Middle Elamite (?),Haft Tappeh,Grab 23,Area III,end of building level IV (Middle Elamite I phase) or younger,PQ 53 ,1,adult (25-30 years),probably female,abandoned building,pit,-,not stated or shown,crouched,-,-,-,-,-,-,-,-,-,-,-,-,"skeletal remains (H.T. 10-53-27), no grave goods","Mofidi-Nasrabadi 2012: 91, 93-94",building level date follows Mofidi-Nasrabadi 2016,"32° 4'50.04""N","48°19'41.10""E",32.0805666666667,48.3280833333333
HaT36,early-mid Middle Elamite (?),Haft Tappeh,Grab 24,Area III,end of building level IV (Middle Elamite I phase) or younger,PQ 53,1,juvenile (4-5 years),female (?),abandoned building,pit,-,not stated or shown,stretched out on back,-,-,-,-,near neck: small necklace of 4 agate and 13 small dark fragile beads (H.T.10-53-15),-,-,-,-,-,-,-,"body (skeleton pl. 37, H.T. 10-53-14) may not have been buried, perhaps killed in a conflict and left on the ground then later covered with rubble","Mofidi-Nasrabadi 2012: 91, 94, Taf. 37, 40.5",building level date follows Mofidi-Nasrabadi 2016,"32° 4'50.04""N","48°19'41.10""E",32.0805666666667,48.3280833333333
HaT37,early-mid Middle Elamite (?),Haft Tappeh,Grab 25,Area III,end of building level IV (Middle Elamite I phase) or younger,PQ 53,1,adult (ca. 25-30 years),presumed female,abandoned building,pit,-,not stated or shown,almost crouched,-,-,-,-,-,-,-,-,-,-,-,-,"the skeleton (Taf 37, HT 10-53-36) lay above a large number of vessel sherds that lay in rubble and ashes; the vessels cannot be viewed as an addition, rather, it seems that in an emergency situation a small pit was dug in the rubble of the destroyed area of building layer IV, encountering a large number of vessel parts and burying the body over it; because of the numerous parts of the vessel, the bottom of the pit was uneven, so that the body was slightly crooked; no grave goods","Mofidi-Nasrabadi 2012: 91, 94, Taf. 37, 40.4",building level date follows Mofidi-Nasrabadi 2016,"32° 4'50.04""N","48°19'41.10""E",32.0805666666667,48.3280833333333
ChG1,mid-Middle Elamite,Chogha Gotvand,-,-,-,-,-,-,-,seems to have been located outside the residential area,tomb,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,emergency excavation in 1991; tomb assigned a possible Middle Elamite II by Zalaghi based on preliminary studies of the excavated materials,"Zalaghi 2018 (refers to Rahabar 1999/or to Rahbar, M. 1999 Excavation at Chogha Gotvand, unpublished report, Archive of ICHTO).",-,"32°13'59.24""N ","48°49'5.15""E",32.2331222222222,48.8180972222222
ChZ1,mid-late Middle Elamite (?),Chogha Zanbil,-,-,-,-,1 (?),"juvenile (""very young child"")",-,-,vessel,"cylindrical footed jar, bulges on the interior (pl. XV.9) [according to Mecquenem, the vessel type is foreign to Susa (presumably meaning Susiana); but a similar vessel was used in the late Sukkalmah period for burials at Susa (e.g. Gasche 2000, pl. 86)]",-,-,-,-,-,-,-,-,-,-,-,-,together with the bones in the vessel: a necklace of paste beads with a bitumen lamashtu pendant with false cuneiform signs,-,"""3rd Elamite period"" date; 2 x Lamashtu pendants found at Chogha Zanbil (for the other see database ID ChZ2) [not clear which one came from which burial]","Mecquenem and Michalon 1953: 51-52 fig. 19.2-3 (pendant), pl. XV, no. 9 (burial vessel) (description in list of plates)",-,"32°0'32.44""N","48°31'17.27""E",32.0090111111111,48.5214638888889
ChZ2,late Middle Elamite (?),Chogha Zanbil,-,southeast of the ziggurat,-,-,1 (?),"juvenile (""very large child"")",-,crude constructions [residential area?],vessel,red terracotta pot,-,-,-,-,-,-,-,-,-,-,-,-,"together with the bones in the vessel: a carnelian seal, some paste beads, a bitumen lamashtu pendant with false cuneiform signs",-,"""3rd Elamite period"" date; 2 x Lamashtu pendants found at Chogha Zanbil (for the other see database ID ChZ1) [not clear which one came from which burial]","Mecquenem and Michalon 1953: 2, 51-52 fig. 19.2-3 (pendant)",-,"32°0'32.44""N","48°31'17.27""E",32.0090111111111,48.5214638888889
ChZ3,Neo-Elamite II,Chogha Zanbil,-,"against the southwest wall of the ""king's gate""",-,-,1,"juvenile (""newborn"")",-,-,vessel (double),"globular vessel (G.T.Z.1142), h. 30 cm covered by deep bowl",-,-,-,-,-,-,-,-,-,-,-,-,-,-,"burned remains of a newborn; being interred in debris of wall, the burial is presumed to date to latest settlement phase, i.e. 7th century","Ghirshman 1968: 88-89, plan XV, pls. LXIV.5, XCV; Mofidi-Nasrabadi 2013: 258, Abb. 137; Wicks 2019, CzV1, pl. 49",-,"32°0'32.44""N","48°31'17.27""E",32.0090111111111,48.5214638888889
ChZ4,Neo-Elamite II,Chogha Zanbil ,-,"near the exterior west angle of the ""royal entry""",-,-,1,"juvenile (""newborn"")",-,-,vessel,"ovoid vessel (G.T.Z.1058), h. 30 cm, covered by a brick",-,-,-,-,-,-,-,-,-,-,-,-,a copper/bronze pin and white stone bead,-,burned remains of a newborn,"Ghirshman 1968: 88-89, plan XV, pl. XCV; Mofidi-Nasrabadi 2013: 258, Abb. 137; Wicks 2019, CzV2, pl. 49",proposed date as per database ID ChZ3,"32°0'32.44""N","48°31'17.27""E",32.0090111111111,48.5214638888889
ChZ5,Neo-Elamite II,Chogha Zanbil ,-,"against the exterior southwest wall of the ""large gate""",-,-,1,"juvenile (""newborn"")",-,-,vessel,"ovoid vessel (G.T.Z.1059), h. 30 cm, closed by some sherds",-,-,-,-,-,-,-,-,-,-,-,-,-,-,burned remains of a newborn,"Ghirshman 1968: 88-89, plan XV, pl. XCV; Mofidi-Nasrabadi 2013: 258, Abb. 137; Wicks 2019, CzV3, pl. 49",proposed date as per database ID ChZ3,"32°0'32.44""N","48°31'17.27""E",32.0090111111111,48.5214638888889
ChZ6,Neo-Elamite II,Chogha Zanbil,-,"near the exterior west angle of the ""royal entry"" ",-,-,1,"juvenile (""newborn"")",-,-,vessel,"globular vessel (G.T.Z.1060) h. 30 cm, closed by some sherds",-,-,-,-,-,-,-,-,-,-,-,-,-,-,burned remains of a newborn,"Ghirshman 1968: 88-89, plan XV, pl. XCV; Mofidi-Nasrabadi 2013: 258, Abb. 137; Wicks 2019, CzV4, pl. 49",proposed date as per database ID ChZ3,"32°0'32.44""N","48°31'17.27""E",32.0090111111111,48.5214638888889
ChZ7,mid/late Middle Elamite,Chogha Zanbil,tombe I,"under room 8, ""hypogeum palace"" in the ""royal quarter"" ",-,-,0,-,-,70 x 56 m unbaked brick tomb building with 5 subfloor tomb chambers ,tomb,"vaulted tomb, l. 12.60 m, w. 3.65 m, h. 3.80 at key, baked bricks of normal 35 x 35 x 10 cm format used throughout (for all 5 tombs in building), vault rests on long walls, from beginning of vault each brick overhangs previous by a few cm, and the bricks gradually tilt following curve of vault until 7 vertically placed bricks form the key (irregular radius of 1.72 m at start and 1.65 m at key certainly intended, as the large diameter and lack of specially moulded bricks necessitated a larger key); entered by 17-step staircase covered by 2 vaults made of half-bricks and whole bricks gradually inclined to arrive at 1 vertically placed brick (key) flanked on each side by 2 bricks wedged at upper ends by fragments of bricks cut into a point, lower vault formed tomb door at foot of staircase, h. 1.90 m at key, w. 1.04 m, resting on 13 courses of bricks, the higher vault, w. 0.95 m, rested on it and on the side walls of the staircase (27 courses), and was surmounted by a 1.65 m wall that faced the staircase; opening at top of staircase l. 2.5 m, w. 2 m, flanked on each side by 3 layers of baked bricks set on long sides in recesses of w. 50 cm and coated with bitumen; joints of chamber and staircase vaults all 1.5 cm composed of 1 layer of bitumen between 2 layers of lime, vaults and walls covered with a 1.5 cm layer of lime coated with plaster; a similar lime-bitumen coating covered the ground under a paving of baked bricks; access to tomb blocked from below with unbaked bricks, 2 layers of baked bricks placed on frame to seal opening, and on recesses rested a slight arch of baked bricks placed on-end and pottery sherds ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,"13th century date; only tomb in building composed of a single room with entrance on narrow end, tomb sealed, but empty and unused; located flush with southeast wall of room 8, and so close to this wall that one must enter its staircase by jumping sideways on the first step; generally, the position of the tombs in relation to the building above suggests that the tombs were built first and after their completion the building was constructed above with errors in the planning","Ghirshman 1968: 59-62, pl. XXXVIII; plan XI, fig. 24","for recent discussion of the ""hypogeum palace"" tomb construction and materials see Niroumand, H., Hosseini, S., Gültekin, A. B., Barceló, J. A., Osmadi, A., and Mahdavi, F. 2020. Structural analysis of earth construction’s vaults: Case of underground tombs of Chogha Zanbil. Revista De La Construcción. Journal of Construction, 19/3, 366–80.","32°0'32.44""N","48°31'17.27""E",32.0090111111111,48.5214638888889
ChZ8,mid/late Middle Elamite,Chogha Zanbil,tombe II,"under rooms 11 and 17, ""hypogeum palace"" in the ""royal quarter"" ",-,-,3 (first chamber); 5 (second chamber),-,-,70 x 56 m unbaked brick tomb building with 5 subfloor tomb chambers ,tomb,"2 perpendicularly set vaulted chambers, both with cremated human remains, l. 6.25/6.85 m, h./w. almost 4 m, baked bricks of normal 35 x 35 x 10 cm format used throughout (for all 5 tombs in building), vault rests on long walls, from beginning of vault each brick overhangs previous by a few cm, and bricks gradually tilt following curve of vault until 7 vertically placed bricks form the key (irregular radius of 1.72 m at start and 1.65 m at key certainly intended, as the large diameter and lack of specially moulded bricks necessitated a larger key); 1st chamber entered via an unbaked brick arched door (h. 2.37 m) against which 18 layers of baked bricks had been raised at the bottom of a staircase of 17 steps (h. 5.45 m), staircase vault made of gradually inclined half-bricks and whole bricks with a key of 1 vertically placed brick flanked on each side by 2 bricks wedged at upper ends by fragments of bricks cut into a point; joints of chamber and staircase vaults all 1.5 cm composed of 1 layer of bitumen between 2 layers of lime, vaults and walls covered with a 1.5 cm layer of lime coated with plaster; opening to staircase framed by two rows of baked bricks laid parallel, 2 recesses ½ a brick wide at top of staircase coated with bitumen, surmounted by 2 beds of baked bricks set one on top of the other to seal opening, entire staircase sealed off with unbaked bricks.",-,-,-,-,-,-,"1st chamber: beads (pls. XL, 3, XC, G.T.Z. 988), fragment of 1 silver torque (?) (G.T.Z. 989), buttons (G.T.Z. 908), necklace remains (G.T.Z. 837); 2nd chamber:  1 copper/bronze ring (G.T.Z. 995), stone and frit beads (G.T.Z. 993)",-,"1st chamber: 2 stone inlay elements of a sword hilt (pls. XL, 2, XC, G.T.Z. 910), 1 copper/bronze arrowhead (pls. XL, 4, XC, G.T.Z. 838); 2nd chamber: 1 copper/bronze arrow (pls. XL,5, XC, G.T.Z. 996)",2nd chamber:  1 copper/bronze hook (G.T.Z. 994),-,-,"1st chamber: fragments of bitumen objects (G.T.Z. 907), 1 bitumen button (G.T.Z. 990), 3 inscribed unbaked clay “olives” (pls. XL, 7-9, XC, G.T.Z. 906; G.T.Z. 905, G.T.Z. 992), fragmentary white stone inlays (G.T.Z. 991); 2nd chamber: pieces of cast copper/bronze (pl. XL, 6)",-,"13th century date; a small pile of ashes and half-burnt human bones of 3 individuals in back of first room, a similar pile of 5 individuals at back of second room; sieved remains demonstrated that the dead had been cremated somewhere outside with their grave goods, which were also destroyed by fire, the ashes wrapped in fabric, and deposited in the tomb; evidence of flooding and collapse of the chamber; generally, the position of the tombs in relation to the building above suggests that the tombs were built first and after their completion the building was constructed above with errors in the planning","Ghirshman 1968: 59, 62-65, pl. XXXIX, XL; plan XI, fig. 25","for recent discussion of the ""hypogeum palace"" tomb construction and materials see Niroumand, H., Hosseini, S., Gültekin, A. B., Barceló, J. A., Osmadi, A., and Mahdavi, F. 2020. Structural analysis of earth construction’s vaults: Case of underground tombs of Chogha Zanbil. Revista De La Construcción. Journal of Construction, 19/3, 366–80.","32°0'32.44""N","48°31'17.27""E",32.0090111111111,48.5214638888889
